Date,Geography,New housing price indexes,Index Value
2020-01,Quebec,Total (house and land),108.8
2020-01,Quebec,House only,110.7
2020-01,Quebec,Land only,103.8
2020-01,"Québec, Quebec",Total (house and land),100.9
2020-01,"Québec, Quebec",House only,100.6
2020-01,"Québec, Quebec",Land only,101.6
2020-01,"Sherbrooke, Quebec",Total (house and land),103.9
2020-01,"Sherbrooke, Quebec",House only,103.9
2020-01,"Sherbrooke, Quebec",Land only,103.2
2020-01,"Trois-Rivières, Quebec",Total (house and land),103.1
2020-01,"Trois-Rivières, Quebec",House only,103.5
2020-01,"Trois-Rivières, Quebec",Land only,101.1
2020-01,"Montréal, Quebec",Total (house and land),111.9
2020-01,"Montréal, Quebec",House only,114.7
2020-01,"Montréal, Quebec",Land only,104.8
2020-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),106.2
2020-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,107.8
2020-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,101.9
2020-01,Ontario,Total (house and land),105.4
2020-01,Ontario,House only,104.6
2020-01,Ontario,Land only,107.3
2020-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),119.6
2020-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,122.5
2020-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,109.2
2020-01,"Oshawa, Ontario",Total (house and land),103.6
2020-01,"Oshawa, Ontario",House only,102.0
2020-01,"Oshawa, Ontario",Land only,106.0
2020-01,"Toronto, Ontario",Total (house and land),102.1
2020-01,"Toronto, Ontario",House only,98.7
2020-01,"Toronto, Ontario",Land only,108.1
2020-01,"Hamilton, Ontario",Total (house and land),104.4
2020-01,"Hamilton, Ontario",House only,106.1
2020-01,"Hamilton, Ontario",Land only,101.0
2020-01,"St. Catharines-Niagara, Ontario",Total (house and land),107.4
2020-01,"St. Catharines-Niagara, Ontario",House only,108.1
2020-01,"St. Catharines-Niagara, Ontario",Land only,106.6
2020-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),107.8
2020-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,108.6
2020-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,105.3
2020-01,"Guelph, Ontario",Total (house and land),107.0
2020-01,"Guelph, Ontario",House only,107.4
2020-01,"Guelph, Ontario",Land only,105.9
2020-01,"London, Ontario",Total (house and land),114.7
2020-01,"London, Ontario",House only,117.9
2020-01,"London, Ontario",Land only,102.5
2020-01,"Windsor, Ontario",Total (house and land),107.8
2020-01,"Windsor, Ontario",House only,107.8
2020-01,"Windsor, Ontario",Land only,107.5
2020-01,"Greater Sudbury, Ontario",Total (house and land),102.7
2020-01,"Greater Sudbury, Ontario",House only,102.7
2020-01,"Greater Sudbury, Ontario",Land only,101.8
2020-01,Prairie Region,Total (house and land),97.9
2020-01,Prairie Region,House only,96.4
2020-01,Prairie Region,Land only,100.7
2020-01,Manitoba,Total (house and land),105.3
2020-01,Manitoba,House only,106.5
2020-01,Manitoba,Land only,102.9
2020-01,"Winnipeg, Manitoba",Total (house and land),105.3
2020-01,"Winnipeg, Manitoba",House only,106.5
2020-01,"Winnipeg, Manitoba",Land only,102.9
2020-01,Saskatchewan,Total (house and land),95.5
2020-01,Saskatchewan,House only,93.2
2020-01,Saskatchewan,Land only,100.6
2020-01,"Regina, Saskatchewan",Total (house and land),93.8
2020-01,"Regina, Saskatchewan",House only,91.1
2020-01,"Regina, Saskatchewan",Land only,100.2
2020-01,"Saskatoon, Saskatchewan",Total (house and land),96.4
2020-01,"Saskatoon, Saskatchewan",House only,94.4
2020-01,"Saskatoon, Saskatchewan",Land only,100.8
2020-01,Alberta,Total (house and land),97.2
2020-01,Alberta,House only,95.5
2020-01,Alberta,Land only,100.4
2020-01,"Calgary, Alberta",Total (house and land),96.9
2020-01,"Calgary, Alberta",House only,95.0
2020-01,"Calgary, Alberta",Land only,100.1
2020-01,"Edmonton, Alberta",Total (house and land),97.6
2020-01,"Edmonton, Alberta",House only,96.1
2020-01,"Edmonton, Alberta",Land only,100.7
2020-01,British Columbia,Total (house and land),105.5
2020-01,British Columbia,House only,104.2
2020-01,British Columbia,Land only,106.3
2020-01,"Kelowna, British Columbia",Total (house and land),104.0
2020-01,"Kelowna, British Columbia",House only,105.5
2020-01,"Kelowna, British Columbia",Land only,101.5
2020-01,"Vancouver, British Columbia",Total (house and land),106.0
2020-01,"Vancouver, British Columbia",House only,104.3
2020-01,"Vancouver, British Columbia",Land only,107.1
2020-01,"Victoria, British Columbia",Total (house and land),101.8
2020-01,"Victoria, British Columbia",House only,101.0
2020-01,"Victoria, British Columbia",Land only,102.7
2020-02,Canada,Total (house and land),103.8
2020-02,Canada,House only,103.1
2020-02,Canada,Land only,105.0
2020-02,Atlantic Region,Total (house and land),101.3
2020-02,Atlantic Region,House only,101.4
2020-02,Atlantic Region,Land only,100.3
2020-02,Newfoundland and Labrador,Total (house and land),97.4
2020-02,Newfoundland and Labrador,House only,96.3
2020-02,Newfoundland and Labrador,Land only,99.9
2020-02,"St. John's, Newfoundland and Labrador",Total (house and land),97.4
2020-02,"St. John's, Newfoundland and Labrador",House only,96.3
2020-02,"St. John's, Newfoundland and Labrador",Land only,99.9
2020-02,Prince Edward Island,Total (house and land),102.0
2020-02,Prince Edward Island,House only,102.4
2020-02,Prince Edward Island,Land only,100.2
2020-02,"Charlottetown, Prince Edward Island",Total (house and land),102.0
2020-02,"Charlottetown, Prince Edward Island",House only,102.4
2020-02,"Charlottetown, Prince Edward Island",Land only,100.2
2020-02,Nova Scotia,Total (house and land),103.6
2020-02,Nova Scotia,House only,104.5
2020-02,Nova Scotia,Land only,100.0
2020-02,"Halifax, Nova Scotia",Total (house and land),103.6
2020-02,"Halifax, Nova Scotia",House only,104.5
2020-02,"Halifax, Nova Scotia",Land only,100.0
2020-02,New Brunswick,Total (house and land),102.7
2020-02,New Brunswick,House only,102.8
2020-02,New Brunswick,Land only,101.6
2020-02,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),102.7
2020-02,"Saint John, Fredericton, and Moncton, New Brunswick",House only,102.8
2020-02,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,101.6
2020-02,Quebec,Total (house and land),109.5
2020-02,Quebec,House only,111.2
2020-02,Quebec,Land only,104.7
2020-02,"Québec, Quebec",Total (house and land),100.9
2020-02,"Québec, Quebec",House only,100.6
2020-02,"Québec, Quebec",Land only,101.6
2020-02,"Sherbrooke, Quebec",Total (house and land),103.9
2020-02,"Sherbrooke, Quebec",House only,103.9
2020-02,"Sherbrooke, Quebec",Land only,103.2
2020-02,"Trois-Rivières, Quebec",Total (house and land),103.1
2020-02,"Trois-Rivières, Quebec",House only,103.5
2020-02,"Trois-Rivières, Quebec",Land only,101.1
2020-02,"Montréal, Quebec",Total (house and land),112.8
2020-02,"Montréal, Quebec",House only,115.3
2020-02,"Montréal, Quebec",Land only,106.0
2020-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),106.5
2020-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,108.2
2020-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,102.0
2020-02,Ontario,Total (house and land),105.9
2020-02,Ontario,House only,105.4
2020-02,Ontario,Land only,107.3
2020-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),120.9
2020-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,124.2
2020-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,109.3
2020-02,"Oshawa, Ontario",Total (house and land),104.1
2020-02,"Oshawa, Ontario",House only,102.7
2020-02,"Oshawa, Ontario",Land only,106.0
2020-02,"Toronto, Ontario",Total (house and land),102.5
2020-02,"Toronto, Ontario",House only,99.3
2020-02,"Toronto, Ontario",Land only,108.2
2020-02,"Hamilton, Ontario",Total (house and land),104.6
2020-02,"Hamilton, Ontario",House only,106.4
2020-02,"Hamilton, Ontario",Land only,100.9
2020-02,"St. Catharines-Niagara, Ontario",Total (house and land),108.6
2020-02,"St. Catharines-Niagara, Ontario",House only,109.8
2020-02,"St. Catharines-Niagara, Ontario",Land only,107.0
2020-02,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),108.8
2020-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,110.3
2020-02,"Kitchener-Cambridge-Waterloo, Ontario",Land only,105.3
2020-02,"Guelph, Ontario",Total (house and land),107.2
2020-02,"Guelph, Ontario",House only,107.8
2020-02,"Guelph, Ontario",Land only,105.9
2020-02,"London, Ontario",Total (house and land),114.8
2020-02,"London, Ontario",House only,118.0
2020-02,"London, Ontario",Land only,102.8
2020-02,"Windsor, Ontario",Total (house and land),108.6
2020-02,"Windsor, Ontario",House only,108.6
2020-02,"Windsor, Ontario",Land only,108.5
2020-02,"Greater Sudbury, Ontario",Total (house and land),102.7
2020-02,"Greater Sudbury, Ontario",House only,102.7
2020-02,"Greater Sudbury, Ontario",Land only,101.8
2020-02,Prairie Region,Total (house and land),98.0
2020-02,Prairie Region,House only,96.6
2020-02,Prairie Region,Land only,100.8
2020-02,Manitoba,Total (house and land),105.5
2020-02,Manitoba,House only,106.7
2020-02,Manitoba,Land only,102.9
2020-02,"Winnipeg, Manitoba",Total (house and land),105.5
2020-02,"Winnipeg, Manitoba",House only,106.7
2020-02,"Winnipeg, Manitoba",Land only,102.9
2020-02,Saskatchewan,Total (house and land),95.3
2020-02,Saskatchewan,House only,92.9
2020-02,Saskatchewan,Land only,100.5
2020-02,"Regina, Saskatchewan",Total (house and land),93.3
2020-02,"Regina, Saskatchewan",House only,90.3
2020-02,"Regina, Saskatchewan",Land only,100.2
2020-02,"Saskatoon, Saskatchewan",Total (house and land),96.5
2020-02,"Saskatoon, Saskatchewan",House only,94.5
2020-02,"Saskatoon, Saskatchewan",Land only,100.7
2020-02,Alberta,Total (house and land),97.4
2020-02,Alberta,House only,95.8
2020-02,Alberta,Land only,100.5
2020-02,"Calgary, Alberta",Total (house and land),97.3
2020-02,"Calgary, Alberta",House only,95.5
2020-02,"Calgary, Alberta",Land only,100.3
2020-02,"Edmonton, Alberta",Total (house and land),97.5
2020-02,"Edmonton, Alberta",House only,96.0
2020-02,"Edmonton, Alberta",Land only,100.7
2020-02,British Columbia,Total (house and land),105.9
2020-02,British Columbia,House only,104.5
2020-02,British Columbia,Land only,106.5
2020-02,"Kelowna, British Columbia",Total (house and land),103.8
2020-02,"Kelowna, British Columbia",House only,105.3
2020-02,"Kelowna, British Columbia",Land only,101.5
2020-02,"Vancouver, British Columbia",Total (house and land),106.4
2020-02,"Vancouver, British Columbia",House only,104.6
2020-02,"Vancouver, British Columbia",Land only,107.2
2020-02,"Victoria, British Columbia",Total (house and land),102.8
2020-02,"Victoria, British Columbia",House only,102.2
2020-02,"Victoria, British Columbia",Land only,103.1
2020-03,Canada,Total (house and land),104.1
2020-03,Canada,House only,103.5
2020-03,Canada,Land only,105.1
2020-03,Atlantic Region,Total (house and land),101.4
2020-03,Atlantic Region,House only,101.5
2020-03,Atlantic Region,Land only,100.8
2020-03,Newfoundland and Labrador,Total (house and land),97.2
2020-03,Newfoundland and Labrador,House only,96.0
2020-03,Newfoundland and Labrador,Land only,99.9
2020-03,"St. John's, Newfoundland and Labrador",Total (house and land),97.2
2020-03,"St. John's, Newfoundland and Labrador",House only,96.0
2020-03,"St. John's, Newfoundland and Labrador",Land only,99.9
2020-03,Prince Edward Island,Total (house and land),102.0
2020-03,Prince Edward Island,House only,102.4
2020-03,Prince Edward Island,Land only,100.2
2020-03,"Charlottetown, Prince Edward Island",Total (house and land),102.0
2020-03,"Charlottetown, Prince Edward Island",House only,102.4
2020-03,"Charlottetown, Prince Edward Island",Land only,100.2
2020-03,Nova Scotia,Total (house and land),103.8
2020-03,Nova Scotia,House only,104.5
2020-03,Nova Scotia,Land only,101.2
2020-03,"Halifax, Nova Scotia",Total (house and land),103.8
2020-03,"Halifax, Nova Scotia",House only,104.5
2020-03,"Halifax, Nova Scotia",Land only,101.2
2020-03,New Brunswick,Total (house and land),103.0
2020-03,New Brunswick,House only,103.1
2020-03,New Brunswick,Land only,101.6
2020-03,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),103.0
2020-03,"Saint John, Fredericton, and Moncton, New Brunswick",House only,103.1
2020-03,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,101.6
2020-03,Quebec,Total (house and land),110.1
2020-03,Quebec,House only,112.1
2020-03,Quebec,Land only,104.8
2020-03,"Québec, Quebec",Total (house and land),100.9
2020-03,"Québec, Quebec",House only,100.6
2020-03,"Québec, Quebec",Land only,101.6
2020-03,"Sherbrooke, Quebec",Total (house and land),103.9
2020-03,"Sherbrooke, Quebec",House only,103.9
2020-03,"Sherbrooke, Quebec",Land only,103.2
2020-03,"Trois-Rivières, Quebec",Total (house and land),103.1
2020-03,"Trois-Rivières, Quebec",House only,103.5
2020-03,"Trois-Rivières, Quebec",Land only,101.1
2020-03,"Montréal, Quebec",Total (house and land),113.6
2020-03,"Montréal, Quebec",House only,116.4
2020-03,"Montréal, Quebec",Land only,106.1
2020-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.1
2020-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,109.0
2020-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,102.1
2020-03,Ontario,Total (house and land),106.3
2020-03,Ontario,House only,105.9
2020-03,Ontario,Land only,107.5
2020-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),122.3
2020-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,126.1
2020-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,109.9
2020-03,"Oshawa, Ontario",Total (house and land),103.5
2020-03,"Oshawa, Ontario",House only,101.7
2020-03,"Oshawa, Ontario",Land only,105.9
2020-03,"Toronto, Ontario",Total (house and land),102.8
2020-03,"Toronto, Ontario",House only,99.7
2020-03,"Toronto, Ontario",Land only,108.3
2020-03,"Hamilton, Ontario",Total (house and land),105.0
2020-03,"Hamilton, Ontario",House only,107.0
2020-03,"Hamilton, Ontario",Land only,100.9
2020-03,"St. Catharines-Niagara, Ontario",Total (house and land),108.7
2020-03,"St. Catharines-Niagara, Ontario",House only,110.0
2020-03,"St. Catharines-Niagara, Ontario",Land only,107.0
2020-03,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),109.4
2020-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,110.9
2020-03,"Kitchener-Cambridge-Waterloo, Ontario",Land only,105.8
2020-03,"Guelph, Ontario",Total (house and land),107.9
2020-03,"Guelph, Ontario",House only,109.0
2020-03,"Guelph, Ontario",Land only,105.9
2020-03,"London, Ontario",Total (house and land),115.5
2020-03,"London, Ontario",House only,118.8
2020-03,"London, Ontario",Land only,103.2
2020-03,"Windsor, Ontario",Total (house and land),108.6
2020-03,"Windsor, Ontario",House only,108.6
2020-03,"Windsor, Ontario",Land only,108.5
2020-03,"Greater Sudbury, Ontario",Total (house and land),102.7
2020-03,"Greater Sudbury, Ontario",House only,102.7
2020-03,"Greater Sudbury, Ontario",Land only,101.8
2020-03,Prairie Region,Total (house and land),98.0
2020-03,Prairie Region,House only,96.4
2020-03,Prairie Region,Land only,100.6
2020-03,Manitoba,Total (house and land),105.5
2020-03,Manitoba,House only,106.7
2020-03,Manitoba,Land only,102.9
2020-03,"Winnipeg, Manitoba",Total (house and land),105.5
2020-03,"Winnipeg, Manitoba",House only,106.7
2020-03,"Winnipeg, Manitoba",Land only,102.9
2020-03,Saskatchewan,Total (house and land),95.1
2020-03,Saskatchewan,House only,92.7
2020-03,Saskatchewan,Land only,100.7
2020-03,"Regina, Saskatchewan",Total (house and land),93.0
2020-03,"Regina, Saskatchewan",House only,89.9
2020-03,"Regina, Saskatchewan",Land only,100.5
2020-03,"Saskatoon, Saskatchewan",Total (house and land),96.3
2020-03,"Saskatoon, Saskatchewan",House only,94.4
2020-03,"Saskatoon, Saskatchewan",Land only,100.7
2020-03,Alberta,Total (house and land),97.4
2020-03,Alberta,House only,95.6
2020-03,Alberta,Land only,100.3
2020-03,"Calgary, Alberta",Total (house and land),97.1
2020-03,"Calgary, Alberta",House only,94.6
2020-03,"Calgary, Alberta",Land only,100.0
2020-03,"Edmonton, Alberta",Total (house and land),97.8
2020-03,"Edmonton, Alberta",House only,96.4
2020-03,"Edmonton, Alberta",Land only,100.7
2020-03,British Columbia,Total (house and land),106.3
2020-03,British Columbia,House only,105.1
2020-03,British Columbia,Land only,106.8
2020-03,"Kelowna, British Columbia",Total (house and land),103.8
2020-03,"Kelowna, British Columbia",House only,105.3
2020-03,"Kelowna, British Columbia",Land only,101.5
2020-03,"Vancouver, British Columbia",Total (house and land),106.9
2020-03,"Vancouver, British Columbia",House only,105.2
2020-03,"Vancouver, British Columbia",Land only,107.7
2020-03,"Victoria, British Columbia",Total (house and land),102.6
2020-03,"Victoria, British Columbia",House only,102.1
2020-03,"Victoria, British Columbia",Land only,102.8
2020-04,Canada,Total (house and land),104.1
2020-04,Canada,House only,103.5
2020-04,Canada,Land only,105.1
2020-04,Atlantic Region,Total (house and land),101.5
2020-04,Atlantic Region,House only,101.6
2020-04,Atlantic Region,Land only,100.8
2020-04,Newfoundland and Labrador,Total (house and land),97.2
2020-04,Newfoundland and Labrador,House only,96.0
2020-04,Newfoundland and Labrador,Land only,99.9
2020-04,"St. John's, Newfoundland and Labrador",Total (house and land),97.2
2020-04,"St. John's, Newfoundland and Labrador",House only,96.0
2020-04,"St. John's, Newfoundland and Labrador",Land only,99.9
2020-04,Prince Edward Island,Total (house and land),102.0
2020-04,Prince Edward Island,House only,102.4
2020-04,Prince Edward Island,Land only,100.2
2020-04,"Charlottetown, Prince Edward Island",Total (house and land),102.0
2020-04,"Charlottetown, Prince Edward Island",House only,102.4
2020-04,"Charlottetown, Prince Edward Island",Land only,100.2
2020-04,Nova Scotia,Total (house and land),103.9
2020-04,Nova Scotia,House only,104.7
2020-04,Nova Scotia,Land only,101.2
2020-04,"Halifax, Nova Scotia",Total (house and land),103.9
2020-04,"Halifax, Nova Scotia",House only,104.7
2020-04,"Halifax, Nova Scotia",Land only,101.2
2020-04,New Brunswick,Total (house and land),103.2
2020-04,New Brunswick,House only,103.4
2020-04,New Brunswick,Land only,101.6
2020-04,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),103.2
2020-04,"Saint John, Fredericton, and Moncton, New Brunswick",House only,103.4
2020-04,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,101.6
2020-04,Quebec,Total (house and land),110.3
2020-04,Quebec,House only,112.3
2020-04,Quebec,Land only,104.9
2020-04,"Québec, Quebec",Total (house and land),100.9
2020-04,"Québec, Quebec",House only,100.6
2020-04,"Québec, Quebec",Land only,101.6
2020-04,"Sherbrooke, Quebec",Total (house and land),103.9
2020-04,"Sherbrooke, Quebec",House only,103.9
2020-04,"Sherbrooke, Quebec",Land only,103.2
2020-04,"Trois-Rivières, Quebec",Total (house and land),103.1
2020-04,"Trois-Rivières, Quebec",House only,103.5
2020-04,"Trois-Rivières, Quebec",Land only,101.1
2020-04,"Montréal, Quebec",Total (house and land),113.8
2020-04,"Montréal, Quebec",House only,116.7
2020-04,"Montréal, Quebec",Land only,106.1
2020-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.4
2020-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,109.2
2020-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,102.7
2020-04,Ontario,Total (house and land),106.4
2020-04,Ontario,House only,106.0
2020-04,Ontario,Land only,107.5
2020-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),122.8
2020-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,126.7
2020-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,109.9
2020-04,"Oshawa, Ontario",Total (house and land),103.5
2020-04,"Oshawa, Ontario",House only,101.7
2020-04,"Oshawa, Ontario",Land only,105.9
2020-04,"Toronto, Ontario",Total (house and land),102.8
2020-04,"Toronto, Ontario",House only,99.7
2020-04,"Toronto, Ontario",Land only,108.3
2020-04,"Hamilton, Ontario",Total (house and land),105.1
2020-04,"Hamilton, Ontario",House only,107.2
2020-04,"Hamilton, Ontario",Land only,100.9
2020-04,"St. Catharines-Niagara, Ontario",Total (house and land),108.9
2020-04,"St. Catharines-Niagara, Ontario",House only,110.2
2020-04,"St. Catharines-Niagara, Ontario",Land only,107.1
2020-04,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),109.9
2020-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,111.8
2020-04,"Kitchener-Cambridge-Waterloo, Ontario",Land only,105.8
2020-04,"Guelph, Ontario",Total (house and land),108.5
2020-04,"Guelph, Ontario",House only,109.7
2020-04,"Guelph, Ontario",Land only,105.8
2020-04,"London, Ontario",Total (house and land),115.8
2020-04,"London, Ontario",House only,119.0
2020-04,"London, Ontario",Land only,103.8
2020-04,"Windsor, Ontario",Total (house and land),108.6
2020-04,"Windsor, Ontario",House only,108.6
2020-04,"Windsor, Ontario",Land only,108.5
2020-04,"Greater Sudbury, Ontario",Total (house and land),102.8
2020-04,"Greater Sudbury, Ontario",House only,102.7
2020-04,"Greater Sudbury, Ontario",Land only,102.4
2020-04,Prairie Region,Total (house and land),97.8
2020-04,Prairie Region,House only,96.2
2020-04,Prairie Region,Land only,100.5
2020-04,Manitoba,Total (house and land),105.6
2020-04,Manitoba,House only,106.9
2020-04,Manitoba,Land only,102.9
2020-04,"Winnipeg, Manitoba",Total (house and land),105.6
2020-04,"Winnipeg, Manitoba",House only,106.9
2020-04,"Winnipeg, Manitoba",Land only,102.9
2020-04,Saskatchewan,Total (house and land),95.0
2020-04,Saskatchewan,House only,92.6
2020-04,Saskatchewan,Land only,100.7
2020-04,"Regina, Saskatchewan",Total (house and land),92.8
2020-04,"Regina, Saskatchewan",House only,89.7
2020-04,"Regina, Saskatchewan",Land only,100.5
2020-04,"Saskatoon, Saskatchewan",Total (house and land),96.4
2020-04,"Saskatoon, Saskatchewan",House only,94.4
2020-04,"Saskatoon, Saskatchewan",Land only,100.8
2020-04,Alberta,Total (house and land),97.2
2020-04,Alberta,House only,95.3
2020-04,Alberta,Land only,100.1
2020-04,"Calgary, Alberta",Total (house and land),96.9
2020-04,"Calgary, Alberta",House only,94.5
2020-04,"Calgary, Alberta",Land only,99.7
2020-04,"Edmonton, Alberta",Total (house and land),97.5
2020-04,"Edmonton, Alberta",House only,96.0
2020-04,"Edmonton, Alberta",Land only,100.7
2020-04,British Columbia,Total (house and land),106.3
2020-04,British Columbia,House only,105.0
2020-04,British Columbia,Land only,106.8
2020-04,"Kelowna, British Columbia",Total (house and land),103.8
2020-04,"Kelowna, British Columbia",House only,105.3
2020-04,"Kelowna, British Columbia",Land only,101.5
2020-04,"Vancouver, British Columbia",Total (house and land),106.9
2020-04,"Vancouver, British Columbia",House only,105.2
2020-04,"Vancouver, British Columbia",Land only,107.7
2020-04,"Victoria, British Columbia",Total (house and land),102.6
2020-04,"Victoria, British Columbia",House only,102.1
2020-04,"Victoria, British Columbia",Land only,102.8
2020-05,Canada,Total (house and land),104.2
2020-05,Canada,House only,103.6
2020-05,Canada,Land only,105.1
2020-05,Atlantic Region,Total (house and land),101.8
2020-05,Atlantic Region,House only,101.9
2020-05,Atlantic Region,Land only,100.8
2020-05,Newfoundland and Labrador,Total (house and land),97.2
2020-05,Newfoundland and Labrador,House only,96.0
2020-05,Newfoundland and Labrador,Land only,99.9
2020-05,"St. John's, Newfoundland and Labrador",Total (house and land),97.2
2020-05,"St. John's, Newfoundland and Labrador",House only,96.0
2020-05,"St. John's, Newfoundland and Labrador",Land only,99.9
2020-05,Prince Edward Island,Total (house and land),102.6
2020-05,Prince Edward Island,House only,103.1
2020-05,Prince Edward Island,Land only,100.3
2020-05,"Charlottetown, Prince Edward Island",Total (house and land),102.6
2020-05,"Charlottetown, Prince Edward Island",House only,103.1
2020-05,"Charlottetown, Prince Edward Island",Land only,100.3
2020-05,Nova Scotia,Total (house and land),104.4
2020-05,Nova Scotia,House only,105.3
2020-05,Nova Scotia,Land only,101.2
2020-05,"Halifax, Nova Scotia",Total (house and land),104.4
2020-05,"Halifax, Nova Scotia",House only,105.3
2020-05,"Halifax, Nova Scotia",Land only,101.2
2020-05,New Brunswick,Total (house and land),103.2
2020-05,New Brunswick,House only,103.4
2020-05,New Brunswick,Land only,101.6
2020-05,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),103.2
2020-05,"Saint John, Fredericton, and Moncton, New Brunswick",House only,103.4
2020-05,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,101.6
2020-05,Quebec,Total (house and land),110.3
2020-05,Quebec,House only,112.3
2020-05,Quebec,Land only,104.9
2020-05,"Québec, Quebec",Total (house and land),100.8
2020-05,"Québec, Quebec",House only,100.5
2020-05,"Québec, Quebec",Land only,101.6
2020-05,"Sherbrooke, Quebec",Total (house and land),103.9
2020-05,"Sherbrooke, Quebec",House only,103.9
2020-05,"Sherbrooke, Quebec",Land only,103.1
2020-05,"Trois-Rivières, Quebec",Total (house and land),103.1
2020-05,"Trois-Rivières, Quebec",House only,103.5
2020-05,"Trois-Rivières, Quebec",Land only,101.1
2020-05,"Montréal, Quebec",Total (house and land),113.8
2020-05,"Montréal, Quebec",House only,116.7
2020-05,"Montréal, Quebec",Land only,106.1
2020-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.9
2020-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,109.7
2020-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,103.0
2020-05,Ontario,Total (house and land),106.5
2020-05,Ontario,House only,106.3
2020-05,Ontario,Land only,107.5
2020-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),124.0
2020-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,128.2
2020-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,109.9
2020-05,"Oshawa, Ontario",Total (house and land),103.5
2020-05,"Oshawa, Ontario",House only,101.7
2020-05,"Oshawa, Ontario",Land only,105.9
2020-05,"Toronto, Ontario",Total (house and land),102.8
2020-05,"Toronto, Ontario",House only,99.7
2020-05,"Toronto, Ontario",Land only,108.3
2020-05,"Hamilton, Ontario",Total (house and land),105.2
2020-05,"Hamilton, Ontario",House only,107.3
2020-05,"Hamilton, Ontario",Land only,100.9
2020-05,"St. Catharines-Niagara, Ontario",Total (house and land),109.0
2020-05,"St. Catharines-Niagara, Ontario",House only,110.3
2020-05,"St. Catharines-Niagara, Ontario",Land only,107.1
2020-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),110.0
2020-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,111.9
2020-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,105.8
2020-05,"Guelph, Ontario",Total (house and land),108.8
2020-05,"Guelph, Ontario",House only,110.3
2020-05,"Guelph, Ontario",Land only,105.8
2020-05,"London, Ontario",Total (house and land),116.2
2020-05,"London, Ontario",House only,119.6
2020-05,"London, Ontario",Land only,103.8
2020-05,"Windsor, Ontario",Total (house and land),108.6
2020-05,"Windsor, Ontario",House only,108.6
2020-05,"Windsor, Ontario",Land only,108.5
2020-05,"Greater Sudbury, Ontario",Total (house and land),102.8
2020-05,"Greater Sudbury, Ontario",House only,102.7
2020-05,"Greater Sudbury, Ontario",Land only,102.4
2020-05,Prairie Region,Total (house and land),97.9
