Date,Geography,New housing price indexes,Index Value
2021-05,"Edmonton, Alberta",Land only,101.1
2021-05,British Columbia,Total (house and land),120.0
2021-05,British Columbia,House only,117.4
2021-05,British Columbia,Land only,117.4
2021-05,"Kelowna, British Columbia",Total (house and land),117.3
2021-05,"Kelowna, British Columbia",House only,118.8
2021-05,"Kelowna, British Columbia",Land only,116.2
2021-05,"Vancouver, British Columbia",Total (house and land),120.9
2021-05,"Vancouver, British Columbia",House only,117.1
2021-05,"Vancouver, British Columbia",Land only,118.6
2021-05,"Victoria, British Columbia",Total (house and land),112.7
2021-05,"Victoria, British Columbia",House only,117.8
2021-05,"Victoria, British Columbia",Land only,106.4
2021-06,Canada,Total (house and land),116.7
2021-06,Canada,House only,117.9
2021-06,Canada,Land only,112.9
2021-06,Atlantic Region,Total (house and land),112.3
2021-06,Atlantic Region,House only,114.8
2021-06,Atlantic Region,Land only,102.2
2021-06,Newfoundland and Labrador,Total (house and land),102.2
2021-06,Newfoundland and Labrador,House only,103.5
2021-06,Newfoundland and Labrador,Land only,99.9
2021-06,"St. John's, Newfoundland and Labrador",Total (house and land),102.2
2021-06,"St. John's, Newfoundland and Labrador",House only,103.5
2021-06,"St. John's, Newfoundland and Labrador",Land only,99.9
2021-06,Prince Edward Island,Total (house and land),118.9
2021-06,Prince Edward Island,House only,121.9
2021-06,Prince Edward Island,Land only,103.3
2021-06,"Charlottetown, Prince Edward Island",Total (house and land),118.9
2021-06,"Charlottetown, Prince Edward Island",House only,121.9
2021-06,"Charlottetown, Prince Edward Island",Land only,103.3
2021-06,Nova Scotia,Total (house and land),117.8
2021-06,Nova Scotia,House only,122.3
2021-06,Nova Scotia,Land only,103.5
2021-06,"Halifax, Nova Scotia",Total (house and land),117.8
2021-06,"Halifax, Nova Scotia",House only,122.3
2021-06,"Halifax, Nova Scotia",Land only,103.5
2021-06,New Brunswick,Total (house and land),111.1
2021-06,New Brunswick,House only,110.8
2021-06,New Brunswick,Land only,102.5
2021-06,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),111.1
2021-06,"Saint John, Fredericton, and Moncton, New Brunswick",House only,110.8
2021-06,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.5
2021-06,Quebec,Total (house and land),129.5
2021-06,Quebec,House only,134.4
2021-06,Quebec,Land only,115.9
2021-06,"Québec, Quebec",Total (house and land),115.2
2021-06,"Québec, Quebec",House only,119.4
2021-06,"Québec, Quebec",Land only,105.7
2021-06,"Sherbrooke, Quebec",Total (house and land),105.2
2021-06,"Sherbrooke, Quebec",House only,105.2
2021-06,"Sherbrooke, Quebec",Land only,104.4
2021-06,"Trois-Rivières, Quebec",Total (house and land),109.5
2021-06,"Trois-Rivières, Quebec",House only,110.7
2021-06,"Trois-Rivières, Quebec",Land only,104.0
2021-06,"Montréal, Quebec",Total (house and land),136.9
2021-06,"Montréal, Quebec",House only,143.0
2021-06,"Montréal, Quebec",Land only,120.3
2021-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),114.8
2021-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,119.1
2021-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,103.9
2021-06,Ontario,Total (house and land),119.3
2021-06,Ontario,House only,120.7
2021-06,Ontario,Land only,117.1
2021-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),156.8
2021-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,167.8
2021-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,125.9
2021-06,"Oshawa, Ontario",Total (house and land),113.7
2021-06,"Oshawa, Ontario",House only,114.0
2021-06,"Oshawa, Ontario",Land only,113.1
2021-06,"Toronto, Ontario",Total (house and land),110.0
2021-06,"Toronto, Ontario",House only,107.5
2021-06,"Toronto, Ontario",Land only,114.8
2021-06,"Hamilton, Ontario",Total (house and land),116.1
2021-06,"Hamilton, Ontario",House only,120.9
2021-06,"Hamilton, Ontario",Land only,105.0
2021-06,"St. Catharines-Niagara, Ontario",Total (house and land),125.5
2021-06,"St. Catharines-Niagara, Ontario",House only,126.7
2021-06,"St. Catharines-Niagara, Ontario",Land only,122.5
2021-06,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),141.5
2021-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,132.4
2021-06,"Kitchener-Cambridge-Waterloo, Ontario",Land only,152.3
2021-06,"Guelph, Ontario",Total (house and land),123.0
2021-06,"Guelph, Ontario",House only,132.8
2021-06,"Guelph, Ontario",Land only,107.2
2021-06,"London, Ontario",Total (house and land),131.1
2021-06,"London, Ontario",House only,136.5
2021-06,"London, Ontario",Land only,110.8
2021-06,"Windsor, Ontario",Total (house and land),133.4
2021-06,"Windsor, Ontario",House only,133.0
2021-06,"Windsor, Ontario",Land only,132.1
2021-06,"Greater Sudbury, Ontario",Total (house and land),118.7
2021-06,"Greater Sudbury, Ontario",House only,119.3
2021-06,"Greater Sudbury, Ontario",Land only,115.1
2021-06,Prairie Region,Total (house and land),107.8
2021-06,Prairie Region,House only,109.8
2021-06,Prairie Region,Land only,102.8
2021-06,Manitoba,Total (house and land),125.0
2021-06,Manitoba,House only,133.0
2021-06,Manitoba,Land only,107.8
2021-06,"Winnipeg, Manitoba",Total (house and land),125.0
2021-06,"Winnipeg, Manitoba",House only,133.0
2021-06,"Winnipeg, Manitoba",Land only,107.8
2021-06,Saskatchewan,Total (house and land),102.2
2021-06,Saskatchewan,House only,102.7
2021-06,Saskatchewan,Land only,100.2
2021-06,"Regina, Saskatchewan",Total (house and land),96.9
2021-06,"Regina, Saskatchewan",House only,95.6
2021-06,"Regina, Saskatchewan",Land only,99.1
2021-06,"Saskatoon, Saskatchewan",Total (house and land),105.4
2021-06,"Saskatoon, Saskatchewan",House only,107.0
2021-06,"Saskatoon, Saskatchewan",Land only,100.9
2021-06,Alberta,Total (house and land),106.2
2021-06,Alberta,House only,107.6
2021-06,Alberta,Land only,102.4
2021-06,"Calgary, Alberta",Total (house and land),109.0
2021-06,"Calgary, Alberta",House only,111.0
2021-06,"Calgary, Alberta",Land only,103.6
2021-06,"Edmonton, Alberta",Total (house and land),103.3
2021-06,"Edmonton, Alberta",House only,104.0
2021-06,"Edmonton, Alberta",Land only,101.0
2021-06,British Columbia,Total (house and land),119.7
2021-06,British Columbia,House only,118.4
2021-06,British Columbia,Land only,115.5
2021-06,"Kelowna, British Columbia",Total (house and land),118.5
2021-06,"Kelowna, British Columbia",House only,120.5
2021-06,"Kelowna, British Columbia",Land only,116.2
2021-06,"Vancouver, British Columbia",Total (house and land),120.5
2021-06,"Vancouver, British Columbia",House only,118.0
2021-06,"Vancouver, British Columbia",Land only,116.4
2021-06,"Victoria, British Columbia",Total (house and land),113.0
2021-06,"Victoria, British Columbia",House only,118.1
2021-06,"Victoria, British Columbia",Land only,106.4
2021-07,Canada,Total (house and land),117.2
2021-07,Canada,House only,118.6
2021-07,Canada,Land only,113.0
2021-07,Atlantic Region,Total (house and land),112.7
2021-07,Atlantic Region,House only,115.3
2021-07,Atlantic Region,Land only,102.2
2021-07,Newfoundland and Labrador,Total (house and land),102.3
2021-07,Newfoundland and Labrador,House only,103.6
2021-07,Newfoundland and Labrador,Land only,99.9
2021-07,"St. John's, Newfoundland and Labrador",Total (house and land),102.3
2021-07,"St. John's, Newfoundland and Labrador",House only,103.6
2021-07,"St. John's, Newfoundland and Labrador",Land only,99.9
2021-07,Prince Edward Island,Total (house and land),119.7
2021-07,Prince Edward Island,House only,123.8
2021-07,Prince Edward Island,Land only,103.3
2021-07,"Charlottetown, Prince Edward Island",Total (house and land),119.7
2021-07,"Charlottetown, Prince Edward Island",House only,123.8
2021-07,"Charlottetown, Prince Edward Island",Land only,103.3
2021-07,Nova Scotia,Total (house and land),117.8
2021-07,Nova Scotia,House only,122.3
2021-07,Nova Scotia,Land only,103.5
2021-07,"Halifax, Nova Scotia",Total (house and land),117.8
2021-07,"Halifax, Nova Scotia",House only,122.3
2021-07,"Halifax, Nova Scotia",Land only,103.5
2021-07,New Brunswick,Total (house and land),112.2
2021-07,New Brunswick,House only,112.2
2021-07,New Brunswick,Land only,102.5
2021-07,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),112.2
2021-07,"Saint John, Fredericton, and Moncton, New Brunswick",House only,112.2
2021-07,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.5
2021-07,Quebec,Total (house and land),130.1
2021-07,Quebec,House only,135.8
2021-07,Quebec,Land only,116.0
2021-07,"Québec, Quebec",Total (house and land),115.2
2021-07,"Québec, Quebec",House only,119.4
2021-07,"Québec, Quebec",Land only,105.7
2021-07,"Sherbrooke, Quebec",Total (house and land),105.2
2021-07,"Sherbrooke, Quebec",House only,105.2
2021-07,"Sherbrooke, Quebec",Land only,104.4
2021-07,"Trois-Rivières, Quebec",Total (house and land),109.5
2021-07,"Trois-Rivières, Quebec",House only,110.7
2021-07,"Trois-Rivières, Quebec",Land only,104.0
2021-07,"Montréal, Quebec",Total (house and land),137.8
2021-07,"Montréal, Quebec",House only,144.9
2021-07,"Montréal, Quebec",Land only,120.3
2021-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0
2021-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,119.2
2021-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.2
2021-07,Ontario,Total (house and land),119.8
2021-07,Ontario,House only,121.4
2021-07,Ontario,Land only,117.1
2021-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),157.7
2021-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,168.8
2021-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,126.4
2021-07,"Oshawa, Ontario",Total (house and land),118.6
2021-07,"Oshawa, Ontario",House only,121.0
2021-07,"Oshawa, Ontario",Land only,113.2
2021-07,"Toronto, Ontario",Total (house and land),110.2
2021-07,"Toronto, Ontario",House only,107.8
2021-07,"Toronto, Ontario",Land only,114.7
2021-07,"Hamilton, Ontario",Total (house and land),116.1
2021-07,"Hamilton, Ontario",House only,120.9
2021-07,"Hamilton, Ontario",Land only,105.0
2021-07,"St. Catharines-Niagara, Ontario",Total (house and land),125.5
2021-07,"St. Catharines-Niagara, Ontario",House only,126.7
2021-07,"St. Catharines-Niagara, Ontario",Land only,122.5
2021-07,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),142.5
2021-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,133.9
2021-07,"Kitchener-Cambridge-Waterloo, Ontario",Land only,152.3
2021-07,"Guelph, Ontario",Total (house and land),123.0
2021-07,"Guelph, Ontario",House only,132.8
2021-07,"Guelph, Ontario",Land only,107.2
2021-07,"London, Ontario",Total (house and land),131.2
2021-07,"London, Ontario",House only,136.6
2021-07,"London, Ontario",Land only,110.8
2021-07,"Windsor, Ontario",Total (house and land),134.6
2021-07,"Windsor, Ontario",House only,133.2
2021-07,"Windsor, Ontario",Land only,132.1
2021-07,"Greater Sudbury, Ontario",Total (house and land),120.9
2021-07,"Greater Sudbury, Ontario",House only,121.4
2021-07,"Greater Sudbury, Ontario",Land only,117.7
2021-07,Prairie Region,Total (house and land),108.3
2021-07,Prairie Region,House only,110.4
2021-07,Prairie Region,Land only,102.7
2021-07,Manitoba,Total (house and land),125.4
2021-07,Manitoba,House only,133.7
2021-07,Manitoba,Land only,107.8
2021-07,"Winnipeg, Manitoba",Total (house and land),125.4
2021-07,"Winnipeg, Manitoba",House only,133.7
2021-07,"Winnipeg, Manitoba",Land only,107.8
2021-07,Saskatchewan,Total (house and land),103.0
2021-07,Saskatchewan,House only,103.9
2021-07,Saskatchewan,Land only,100.2
2021-07,"Regina, Saskatchewan",Total (house and land),97.3
2021-07,"Regina, Saskatchewan",House only,96.2
2021-07,"Regina, Saskatchewan",Land only,99.1
2021-07,"Saskatoon, Saskatchewan",Total (house and land),106.4
2021-07,"Saskatoon, Saskatchewan",House only,108.5
2021-07,"Saskatoon, Saskatchewan",Land only,100.9
2021-07,Alberta,Total (house and land),106.6
2021-07,Alberta,House only,108.0
2021-07,Alberta,Land only,102.3
2021-07,"Calgary, Alberta",Total (house and land),108.8
2021-07,"Calgary, Alberta",House only,110.8
2021-07,"Calgary, Alberta",Land only,103.4
2021-07,"Edmonton, Alberta",Total (house and land),104.3
2021-07,"Edmonton, Alberta",House only,105.1
2021-07,"Edmonton, Alberta",Land only,101.0
2021-07,British Columbia,Total (house and land),120.3
2021-07,British Columbia,House only,118.9
2021-07,British Columbia,Land only,115.9
2021-07,"Kelowna, British Columbia",Total (house and land),119.4
2021-07,"Kelowna, British Columbia",House only,121.9
2021-07,"Kelowna, British Columbia",Land only,116.2
2021-07,"Vancouver, British Columbia",Total (house and land),120.9
2021-07,"Vancouver, British Columbia",House only,118.3
2021-07,"Vancouver, British Columbia",Land only,116.9
2021-07,"Victoria, British Columbia",Total (house and land),114.3
2021-07,"Victoria, British Columbia",House only,119.7
2021-07,"Victoria, British Columbia",Land only,106.4
2021-08,Canada,Total (house and land),118.0
2021-08,Canada,House only,119.5
2021-08,Canada,Land only,113.5
2021-08,Atlantic Region,Total (house and land),113.2
2021-08,Atlantic Region,House only,115.9
2021-08,Atlantic Region,Land only,102.6
2021-08,Newfoundland and Labrador,Total (house and land),102.8
2021-08,Newfoundland and Labrador,House only,103.7
2021-08,Newfoundland and Labrador,Land only,101.8
2021-08,"St. John's, Newfoundland and Labrador",Total (house and land),102.8
2021-08,"St. John's, Newfoundland and Labrador",House only,103.7
2021-08,"St. John's, Newfoundland and Labrador",Land only,101.8
2021-08,Prince Edward Island,Total (house and land),119.8
2021-08,Prince Edward Island,House only,123.9
2021-08,Prince Edward Island,Land only,103.3
2021-08,"Charlottetown, Prince Edward Island",Total (house and land),119.8
2021-08,"Charlottetown, Prince Edward Island",House only,123.9
2021-08,"Charlottetown, Prince Edward Island",Land only,103.3
2021-08,Nova Scotia,Total (house and land),117.8
2021-08,Nova Scotia,House only,122.3
2021-08,Nova Scotia,Land only,103.5
2021-08,"Halifax, Nova Scotia",Total (house and land),117.8
2021-08,"Halifax, Nova Scotia",House only,122.3
2021-08,"Halifax, Nova Scotia",Land only,103.5
2021-08,New Brunswick,Total (house and land),114.1
2021-08,New Brunswick,House only,114.6
2021-08,New Brunswick,Land only,102.5
2021-08,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),114.1
2021-08,"Saint John, Fredericton, and Moncton, New Brunswick",House only,114.6
2021-08,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.5
2021-08,Quebec,Total (house and land),131.4
2021-08,Quebec,House only,137.0
2021-08,Quebec,Land only,117.4
2021-08,"Québec, Quebec",Total (house and land),115.2
2021-08,"Québec, Quebec",House only,119.4
2021-08,"Québec, Quebec",Land only,105.7
2021-08,"Sherbrooke, Quebec",Total (house and land),105.2
2021-08,"Sherbrooke, Quebec",House only,105.2
2021-08,"Sherbrooke, Quebec",Land only,104.4
2021-08,"Trois-Rivières, Quebec",Total (house and land),109.5
2021-08,"Trois-Rivières, Quebec",House only,110.7
2021-08,"Trois-Rivières, Quebec",Land only,104.0
2021-08,"Montréal, Quebec",Total (house and land),139.6
2021-08,"Montréal, Quebec",House only,146.6
2021-08,"Montréal, Quebec",Land only,122.4
2021-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0
2021-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,119.2
2021-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.2
2021-08,Ontario,Total (house and land),121.1
2021-08,Ontario,House only,122.9
2021-08,Ontario,Land only,117.8
2021-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),162.3
2021-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,173.4
2021-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,130.9
2021-08,"Oshawa, Ontario",Total (house and land),118.8
2021-08,"Oshawa, Ontario",House only,121.3
2021-08,"Oshawa, Ontario",Land only,113.1
2021-08,"Toronto, Ontario",Total (house and land),111.1
2021-08,"Toronto, Ontario",House only,108.9
2021-08,"Toronto, Ontario",Land only,115.0
2021-08,"Hamilton, Ontario",Total (house and land),116.1
2021-08,"Hamilton, Ontario",House only,120.9
2021-08,"Hamilton, Ontario",Land only,105.0
2021-08,"St. Catharines-Niagara, Ontario",Total (house and land),125.5
2021-08,"St. Catharines-Niagara, Ontario",House only,126.7
2021-08,"St. Catharines-Niagara, Ontario",Land only,122.5
2021-08,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),142.5
2021-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,133.3
2021-08,"Kitchener-Cambridge-Waterloo, Ontario",Land only,153.9
2021-08,"Guelph, Ontario",Total (house and land),123.0
2021-08,"Guelph, Ontario",House only,132.8
2021-08,"Guelph, Ontario",Land only,107.2
2021-08,"London, Ontario",Total (house and land),136.3
2021-08,"London, Ontario",House only,142.6
2021-08,"London, Ontario",Land only,113.7
2021-08,"Windsor, Ontario",Total (house and land),134.9
2021-08,"Windsor, Ontario",House only,133.3
2021-08,"Windsor, Ontario",Land only,133.1
2021-08,"Greater Sudbury, Ontario",Total (house and land),120.9
2021-08,"Greater Sudbury, Ontario",House only,121.4
2021-08,"Greater Sudbury, Ontario",Land only,117.7
2021-08,Prairie Region,Total (house and land),108.3
2021-08,Prairie Region,House only,110.3
2021-08,Prairie Region,Land only,102.8
2021-08,Manitoba,Total (house and land),126.6
2021-08,Manitoba,House only,135.2
2021-08,Manitoba,Land only,108.1
2021-08,"Winnipeg, Manitoba",Total (house and land),126.6
2021-08,"Winnipeg, Manitoba",House only,135.2
2021-08,"Winnipeg, Manitoba",Land only,108.1
2021-08,Saskatchewan,Total (house and land),103.0
2021-08,Saskatchewan,House only,103.8
2021-08,Saskatchewan,Land only,100.0
2021-08,"Regina, Saskatchewan",Total (house and land),97.4
2021-08,"Regina, Saskatchewan",House only,96.5
2021-08,"Regina, Saskatchewan",Land only,98.7
2021-08,"Saskatoon, Saskatchewan",Total (house and land),106.3
2021-08,"Saskatoon, Saskatchewan",House only,108.3
2021-08,"Saskatoon, Saskatchewan",Land only,100.9
2021-08,Alberta,Total (house and land),106.5
2021-08,Alberta,House only,107.8
2021-08,Alberta,Land only,102.4
2021-08,"Calgary, Alberta",Total (house and land),109.0
2021-08,"Calgary, Alberta",House only,111.3
2021-08,"Calgary, Alberta",Land only,103.2
2021-08,"Edmonton, Alberta",Total (house and land),103.8
2021-08,"Edmonton, Alberta",House only,104.2
2021-08,"Edmonton, Alberta",Land only,101.4
2021-08,British Columbia,Total (house and land),120.8
2021-08,British Columbia,House only,119.7
2021-08,British Columbia,Land only,116.1
2021-08,"Kelowna, British Columbia",Total (house and land),119.4
2021-08,"Kelowna, British Columbia",House only,121.9
2021-08,"Kelowna, British Columbia",Land only,116.2
2021-08,"Vancouver, British Columbia",Total (house and land),121.5
2021-08,"Vancouver, British Columbia",House only,119.3
2021-08,"Vancouver, British Columbia",Land only,117.1
2021-08,"Victoria, British Columbia",Total (house and land),114.3
2021-08,"Victoria, British Columbia",House only,119.7
2021-08,"Victoria, British Columbia",Land only,106.4
2021-09,Canada,Total (house and land),118.5
2021-09,Canada,House only,120.1
2021-09,Canada,Land only,113.8
2021-09,Atlantic Region,Total (house and land),113.1
2021-09,Atlantic Region,House only,115.8
2021-09,Atlantic Region,Land only,102.6
2021-09,Newfoundland and Labrador,Total (house and land),102.3
2021-09,Newfoundland and Labrador,House only,103.1
2021-09,Newfoundland and Labrador,Land only,101.8
2021-09,"St. John's, Newfoundland and Labrador",Total (house and land),102.3
2021-09,"St. John's, Newfoundland and Labrador",House only,103.1
2021-09,"St. John's, Newfoundland and Labrador",Land only,101.8
2021-09,Prince Edward Island,Total (house and land),119.7
2021-09,Prince Edward Island,House only,123.8
2021-09,Prince Edward Island,Land only,103.3
2021-09,"Charlottetown, Prince Edward Island",Total (house and land),119.7
2021-09,"Charlottetown, Prince Edward Island",House only,123.8
2021-09,"Charlottetown, Prince Edward Island",Land only,103.3
2021-09,Nova Scotia,Total (house and land),117.8
2021-09,Nova Scotia,House only,122.3
2021-09,Nova Scotia,Land only,103.5
2021-09,"Halifax, Nova Scotia",Total (house and land),117.8
2021-09,"Halifax, Nova Scotia",House only,122.3
2021-09,"Halifax, Nova Scotia",Land only,103.5
2021-09,New Brunswick,Total (house and land),114.1
2021-09,New Brunswick,House only,114.6
2021-09,New Brunswick,Land only,102.5
2021-09,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),114.1
2021-09,"Saint John, Fredericton, and Moncton, New Brunswick",House only,114.6
2021-09,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.5
2021-09,Quebec,Total (house and land),133.3
2021-09,Quebec,House only,139.4
2021-09,Quebec,Land only,117.4
2021-09,"Québec, Quebec",Total (house and land),116.7
2021-09,"Québec, Quebec",House only,121.5
2021-09,"Québec, Quebec",Land only,105.7
2021-09,"Sherbrooke, Quebec",Total (house and land),105.2
2021-09,"Sherbrooke, Quebec",House only,105.2
2021-09,"Sherbrooke, Quebec",Land only,104.4
2021-09,"Trois-Rivières, Quebec",Total (house and land),109.5
2021-09,"Trois-Rivières, Quebec",House only,110.7
2021-09,"Trois-Rivières, Quebec",Land only,104.0
2021-09,"Montréal, Quebec",Total (house and land),142.0
2021-09,"Montréal, Quebec",House only,149.7
2021-09,"Montréal, Quebec",Land only,122.4
2021-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.0
2021-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,119.2
2021-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.2
2021-09,Ontario,Total (house and land),121.3
2021-09,Ontario,House only,123.4
2021-09,Ontario,Land only,117.8
2021-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),163.0
2021-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,174.2
2021-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,131.3
2021-09,"Oshawa, Ontario",Total (house and land),120.9
2021-09,"Oshawa, Ontario",House only,124.6
2021-09,"Oshawa, Ontario",Land only,114.2
2021-09,"Toronto, Ontario",Total (house and land),111.1
2021-09,"Toronto, Ontario",House only,108.9
2021-09,"Toronto, Ontario",Land only,115.0
2021-09,"Hamilton, Ontario",Total (house and land),116.1
2021-09,"Hamilton, Ontario",House only,120.9
2021-09,"Hamilton, Ontario",Land only,105.0
2021-09,"St. Catharines-Niagara, Ontario",Total (house and land),126.0
2021-09,"St. Catharines-Niagara, Ontario",House only,127.3
2021-09,"St. Catharines-Niagara, Ontario",Land only,122.5
2021-09,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),143.1
2021-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,134.2
2021-09,"Kitchener-Cambridge-Waterloo, Ontario",Land only,153.9
2021-09,"Guelph, Ontario",Total (house and land),123.3
2021-09,"Guelph, Ontario",House only,132.8
2021-09,"Guelph, Ontario",Land only,108.0
2021-09,"London, Ontario",Total (house and land),136.3
2021-09,"London, Ontario",House only,142.6
2021-09,"London, Ontario",Land only,113.7
2021-09,"Windsor, Ontario",Total (house and land),137.5
2021-09,"Windsor, Ontario",House only,136.9
2021-09,"Windsor, Ontario",Land only,133.1
2021-09,"Greater Sudbury, Ontario",Total (house and land),120.2
2021-09,"Greater Sudbury, Ontario",House only,120.6
2021-09,"Greater Sudbury, Ontario",Land only,117.7
2021-09,Prairie Region,Total (house and land),108.2
2021-09,Prairie Region,House only,110.2
2021-09,Prairie Region,Land only,102.9
2021-09,Manitoba,Total (house and land),126.8
2021-09,Manitoba,House only,135.5
2021-09,Manitoba,Land only,108.1
2021-09,"Winnipeg, Manitoba",Total (house and land),126.8
2021-09,"Winnipeg, Manitoba",House only,135.5
2021-09,"Winnipeg, Manitoba",Land only,108.1
2021-09,Saskatchewan,Total (house and land),102.4
2021-09,Saskatchewan,House only,103.0
2021-09,Saskatchewan,Land only,100.0
2021-09,"Regina, Saskatchewan",Total (house and land),97.6
2021-09,"Regina, Saskatchewan",House only,96.7
2021-09,"Regina, Saskatchewan",Land only,98.7
2021-09,"Saskatoon, Saskatchewan",Total (house and land),105.3
2021-09,"Saskatoon, Saskatchewan",House only,106.9
2021-09,"Saskatoon, Saskatchewan",Land only,100.9
2021-09,Alberta,Total (house and land),106.4
2021-09,Alberta,House only,107.6
2021-09,Alberta,Land only,102.5
2021-09,"Calgary, Alberta",Total (house and land),109.1
2021-09,"Calgary, Alberta",House only,111.3
2021-09,"Calgary, Alberta",Land only,103.4
2021-09,"Edmonton, Alberta",Total (house and land),103.5
2021-09,"Edmonton, Alberta",House only,103.8
2021-09,"Edmonton, Alberta",Land only,101.4
2021-09,British Columbia,Total (house and land),121.9
2021-09,British Columbia,House only,121.0
2021-09,British Columbia,Land only,116.8
2021-09,"Kelowna, British Columbia",Total (house and land),119.4
2021-09,"Kelowna, British Columbia",House only,121.9
2021-09,"Kelowna, British Columbia",Land only,116.2
2021-09,"Vancouver, British Columbia",Total (house and land),122.6
2021-09,"Vancouver, British Columbia",House only,120.7
2021-09,"Vancouver, British Columbia",Land only,117.8
2021-09,"Victoria, British Columbia",Total (house and land),116.3
2021-09,"Victoria, British Columbia",House only,121.4
2021-09,"Victoria, British Columbia",Land only,108.7
2021-10,Canada,Total (house and land),119.6
2021-10,Canada,House only,121.4
2021-10,Canada,Land only,114.4
2021-10,Atlantic Region,Total (house and land),113.2
2021-10,Atlantic Region,House only,115.9
2021-10,Atlantic Region,Land only,102.6
2021-10,Newfoundland and Labrador,Total (house and land),102.3
2021-10,Newfoundland and Labrador,House only,103.1
2021-10,Newfoundland and Labrador,Land only,101.8
2021-10,"St. John's, Newfoundland and Labrador",Total (house and land),102.3
2021-10,"St. John's, Newfoundland and Labrador",House only,103.1
2021-10,"St. John's, Newfoundland and Labrador",Land only,101.8
2021-10,Prince Edward Island,Total (house and land),119.7
2021-10,Prince Edward Island,House only,123.8
2021-10,Prince Edward Island,Land only,103.3
2021-10,"Charlottetown, Prince Edward Island",Total (house and land),119.7
2021-10,"Charlottetown, Prince Edward Island",House only,123.8
2021-10,"Charlottetown, Prince Edward Island",Land only,103.3
2021-10,Nova Scotia,Total (house and land),117.8
2021-10,Nova Scotia,House only,122.3
2021-10,Nova Scotia,Land only,103.5
2021-10,"Halifax, Nova Scotia",Total (house and land),117.8
2021-10,"Halifax, Nova Scotia",House only,122.3
2021-10,"Halifax, Nova Scotia",Land only,103.5
2021-10,New Brunswick,Total (house and land),114.2
2021-10,New Brunswick,House only,114.7
2021-10,New Brunswick,Land only,102.5
2021-10,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),114.2
2021-10,"Saint John, Fredericton, and Moncton, New Brunswick",House only,114.7
2021-10,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.5
2021-10,Quebec,Total (house and land),133.6
2021-10,Quebec,House only,139.9
2021-10,Quebec,Land only,117.5
2021-10,"Québec, Quebec",Total (house and land),117.0
2021-10,"Québec, Quebec",House only,121.8
2021-10,"Québec, Quebec",Land only,106.0
2021-10,"Sherbrooke, Quebec",Total (house and land),106.0
2021-10,"Sherbrooke, Quebec",House only,106.2
2021-10,"Sherbrooke, Quebec",Land only,104.4
2021-10,"Trois-Rivières, Quebec",Total (house and land),109.5
2021-10,"Trois-Rivières, Quebec",House only,110.7
2021-10,"Trois-Rivières, Quebec",Land only,104.0
2021-10,"Montréal, Quebec",Total (house and land),142.3
2021-10,"Montréal, Quebec",House only,150.2
